Time(s)	CH1	CH2	CH3	CH4
2.160000000e-05	0.031250	0.062500	0.031250	0.031250
2.200000000e-05	0.031250	0.062500	0.031250	0.031250
2.240000000e-05	0.031250	0.062500	0.031250	0.031250
2.280000000e-05	0.031250	0.031250	0.031250	0.031250
2.320000000e-05	0.031250	0.062500	0.031250	0.031250
2.360000000e-05	0.031250	0.031250	0.031250	0.031250
2.400000000e-05	0.031250	0.031250	0.031250	0.031250
2.440000000e-05	0.031250	0.062500	0.031250	0.031250
2.480000000e-05	0.031250	0.062500	0.031250	0.031250
2.520000000e-05	0.031250	0.062500	0.031250	0.031250
2.560000000e-05	0.031250	0.031250	0.031250	0.031250
2.600000000e-05	0.031250	0.062500	0.031250	0.031250
2.640000000e-05	0.031250	0.062500	0.031250	0.031250
2.680000000e-05	0.031250	0.031250	0.031250	0.031250
2.720000000e-05	0.031250	0.062500	0.031250	0.031250
2.760000000e-05	0.031250	0.062500	0.031250	0.031250
2.800000000e-05	0.031250	0.031250	0.031250	0.031250
2.840000000e-05	0.031250	0.062500	0.031250	0.031250
2.880000000e-05	0.031250	0.062500	0.031250	0.031250
2.920000000e-05	0.031250	0.062500	0.031250	0.031250
2.960000000e-05	0.031250	0.031250	0.031250	0.031250
3.000000000e-05	0.031250	0.062500	0.031250	0.031250
3.040000000e-05	0.031250	0.031250	0.031250	0.031250
3.080000000e-05	0.031250	0.062500	0.031250	0.031250
3.120000000e-05	0.031250	0.062500	0.031250	0.031250
3.160000000e-05	0.031250	0.062500	0.031250	0.031250
3.200000000e-05	0.031250	0.062500	0.031250	0.031250
3.240000000e-05	0.031250	0.062500	0.031250	0.031250
3.280000000e-05	0.031250	0.062500	0.031250	0.031250
3.320000000e-05	0.031250	0.062500	0.031250	0.031250
3.360000000e-05	0.031250	0.031250	0.031250	0.031250
3.400000000e-05	0.031250	0.031250	0.031250	0.031250
3.440000000e-05	0.031250	0.062500	0.031250	0.031250
3.480000000e-05	0.031250	0.062500	0.031250	0.031250
3.520000000e-05	0.031250	0.062500	0.031250	0.031250
3.560000000e-05	0.031250	0.062500	0.031250	0.031250
3.600000000e-05	0.031250	0.062500	0.031250	0.031250
3.640000000e-05	0.031250	0.062500	0.031250	0.031250
3.680000000e-05	0.031250	0.062500	0.031250	0.031250
3.720000000e-05	0.031250	0.062500	0.031250	0.031250
3.760000000e-05	0.031250	0.062500	0.031250	0.031250
3.800000000e-05	0.031250	0.062500	0.031250	0.031250
3.840000000e-05	0.031250	0.062500	0.031250	0.031250
3.880000000e-05	0.031250	0.062500	0.031250	0.031250
3.920000000e-05	0.031250	0.062500	0.031250	0.031250
3.960000000e-05	0.031250	0.062500	0.031250	0.031250
4.000000000e-05	0.031250	0.062500	0.031250	0.031250
4.040000000e-05	0.031250	0.062500	0.031250	0.031250
4.080000000e-05	0.031250	0.062500	0.031250	0.031250
4.120000000e-05	0.031250	0.062500	0.031250	0.031250
4.160000000e-05	0.031250	0.062500	0.031250	0.031250
4.200000000e-05	0.031250	0.062500	0.031250	0.031250
4.240000000e-05	0.031250	0.062500	0.031250	0.031250
4.280000000e-05	0.031250	0.062500	0.031250	0.031250
4.320000000e-05	0.031250	0.031250	0.031250	0.031250
4.360000000e-05	0.031250	0.062500	0.031250	0.031250
4.400000000e-05	0.031250	0.062500	0.031250	0.031250
4.440000000e-05	0.031250	0.062500	0.031250	0.031250
4.480000000e-05	0.031250	0.062500	0.031250	0.031250
4.520000000e-05	0.031250	0.062500	0.031250	0.031250
4.560000000e-05	0.031250	0.062500	0.031250	0.031250
4.600000000e-05	0.031250	0.062500	0.031250	0.031250
4.640000000e-05	0.031250	0.062500	0.031250	0.031250
4.680000000e-05	0.031250	0.062500	0.031250	0.031250
4.720000000e-05	0.031250	0.062500	0.031250	0.031250
4.760000000e-05	0.031250	0.062500	0.031250	0.031250
4.800000000e-05	0.031250	0.031250	0.031250	0.031250
4.840000000e-05	0.031250	0.062500	0.031250	0.031250
4.880000000e-05	0.031250	0.062500	0.031250	0.031250
4.920000000e-05	0.031250	0.062500	0.031250	0.031250
4.960000000e-05	0.031250	0.062500	0.031250	0.031250
5.000000000e-05	0.031250	0.062500	0.031250	0.031250
5.040000000e-05	0.031250	0.062500	0.031250	0.031250
5.080000000e-05	0.031250	0.062500	0.031250	0.031250
5.120000000e-05	0.031250	0.062500	0.031250	0.031250
5.160000000e-05	0.031250	0.062500	0.031250	0.031250
5.200000000e-05	0.031250	0.062500	0.031250	0.031250
5.240000000e-05	0.031250	0.062500	0.031250	0.031250
5.280000000e-05	0.031250	0.062500	0.031250	0.031250
5.320000000e-05	0.031250	0.062500	0.031250	0.031250
5.360000000e-05	0.031250	0.062500	0.031250	0.031250
5.400000000e-05	0.031250	0.062500	0.031250	0.031250
5.440000000e-05	0.031250	0.031250	0.031250	0.031250
5.480000000e-05	0.031250	0.062500	0.031250	0.031250
5.520000000e-05	0.031250	0.062500	0.031250	0.031250
5.560000000e-05	0.031250	0.062500	0.031250	0.031250
5.600000000e-05	0.031250	0.062500	0.031250	0.031250
5.640000000e-05	0.031250	0.031250	0.031250	0.031250
5.680000000e-05	0.031250	0.062500	0.031250	0.031250
5.720000000e-05	0.031250	0.062500	0.031250	0.031250
5.760000000e-05	0.031250	0.031250	0.031250	0.031250
5.800000000e-05	0.031250	0.062500	0.031250	0.031250
5.840000000e-05	0.031250	0.031250	0.031250	0.031250
5.880000000e-05	0.031250	0.062500	0.031250	0.031250
5.920000000e-05	0.031250	0.062500	0.031250	0.031250
5.960000000e-05	0.031250	0.031250	0.031250	0.031250
6.000000000e-05	0.031250	0.062500	0.031250	0.031250
6.040000000e-05	0.031250	0.062500	0.031250	0.031250
6.080000000e-05	0.031250	0.062500	0.031250	0.031250
6.120000000e-05	0.031250	0.062500	0.031250	0.031250
6.160000000e-05	0.031250	0.062500	0.031250	0.031250
6.200000000e-05	0.031250	0.062500	0.031250	0.031250
6.240000000e-05	0.031250	0.062500	0.031250	0.031250
6.280000000e-05	0.031250	0.062500	0.031250	0.031250
6.320000000e-05	0.031250	0.062500	0.031250	0.031250
6.360000000e-05	0.031250	0.062500	0.031250	0.031250
6.400000000e-05	0.031250	0.062500	0.031250	0.031250
6.440000000e-05	0.031250	0.062500	0.031250	0.031250
6.480000000e-05	0.031250	0.062500	0.031250	0.031250
6.520000000e-05	0.031250	0.062500	0.031250	0.031250
6.560000000e-05	0.031250	0.062500	0.031250	0.031250
6.600000000e-05	0.031250	0.062500	0.031250	0.031250
6.640000000e-05	0.031250	0.062500	0.031250	0.031250
6.680000000e-05	0.031250	0.062500	0.031250	0.031250
6.720000000e-05	0.031250	0.062500	0.031250	0.031250
6.760000000e-05	0.031250	0.062500	0.031250	0.031250
6.800000000e-05	0.031250	0.031250	0.031250	0.031250
6.840000000e-05	0.031250	0.062500	0.031250	0.031250
6.880000000e-05	0.031250	0.062500	0.031250	0.031250
6.920000000e-05	0.031250	0.031250	0.031250	0.031250
6.960000000e-05	0.031250	0.062500	0.031250	0.031250
7.000000000e-05	0.031250	0.062500	0.031250	0.031250
7.040000000e-05	0.031250	0.062500	0.031250	0.031250
7.080000000e-05	0.031250	0.062500	0.031250	0.031250
7.120000000e-05	0.031250	0.031250	0.031250	0.031250
7.160000000e-05	0.031250	0.062500	0.031250	0.031250
7.200000000e-05	0.031250	0.031250	0.031250	0.031250
7.240000000e-05	0.031250	0.062500	0.031250	0.031250
7.280000000e-05	0.031250	0.062500	0.031250	0.031250
7.320000000e-05	0.031250	0.031250	0.031250	0.031250
7.360000000e-05	0.031250	0.062500	0.031250	0.031250
7.400000000e-05	0.031250	0.062500	0.031250	0.031250
7.440000000e-05	0.031250	0.031250	0.031250	0.031250
7.480000000e-05	0.031250	0.062500	0.031250	0.031250
7.520000000e-05	0.031250	0.062500	0.031250	0.031250
7.560000000e-05	0.031250	0.062500	0.031250	0.031250
7.600000000e-05	0.031250	0.062500	0.031250	0.031250
7.640000000e-05	0.031250	0.031250	0.031250	0.031250
7.680000000e-05	0.031250	0.031250	0.031250	0.031250
7.720000000e-05	0.031250	0.062500	0.031250	0.031250
7.760000000e-05	0.031250	0.062500	0.031250	0.031250
7.800000000e-05	0.031250	0.062500	0.031250	0.031250
7.840000000e-05	0.031250	0.062500	0.031250	0.031250
7.880000000e-05	0.031250	0.062500	0.031250	0.031250
7.920000000e-05	0.031250	0.062500	0.031250	0.031250
7.960000000e-05	0.031250	0.062500	0.031250	0.031250
8.000000000e-05	0.031250	0.062500	0.031250	0.031250
8.040000000e-05	0.031250	0.062500	0.031250	0.031250
8.080000000e-05	0.031250	0.062500	0.031250	0.031250
8.120000000e-05	0.031250	0.062500	0.031250	0.031250
8.160000000e-05	0.031250	0.062500	0.031250	0.031250
8.200000000e-05	0.031250	0.062500	0.031250	0.031250
8.240000000e-05	0.031250	0.031250	0.031250	0.031250
8.280000000e-05	0.031250	0.062500	0.031250	0.031250
8.320000000e-05	0.031250	0.062500	0.031250	0.031250
8.360000000e-05	0.031250	0.062500	0.031250	0.031250
8.400000000e-05	0.031250	0.062500	0.031250	0.031250
8.440000000e-05	0.031250	0.062500	0.031250	0.031250
8.480000000e-05	0.031250	0.062500	0.031250	0.031250
8.520000000e-05	0.031250	0.062500	0.031250	0.031250
8.560000000e-05	0.031250	0.062500	0.031250	0.031250
8.600000000e-05	0.031250	0.062500	0.031250	0.031250
8.640000000e-05	0.031250	0.031250	0.031250	0.031250
8.680000000e-05	0.031250	0.062500	0.031250	0.031250
8.720000000e-05	0.031250	0.062500	0.031250	0.031250
8.760000000e-05	0.031250	0.062500	0.031250	0.031250
8.800000000e-05	0.031250	0.062500	0.031250	0.031250
8.840000000e-05	0.031250	0.062500	0.031250	0.031250
8.880000000e-05	0.031250	0.062500	0.031250	0.031250
8.920000000e-05	0.031250	0.062500	0.031250	0.031250
8.960000000e-05	0.031250	0.062500	0.031250	0.031250
9.000000000e-05	0.031250	0.062500	0.031250	0.031250
9.040000000e-05	0.031250	0.062500	0.031250	0.031250
9.080000000e-05	0.031250	0.031250	0.031250	0.031250
9.120000000e-05	0.031250	0.062500	0.031250	0.031250
9.160000000e-05	0.031250	0.062500	0.031250	0.031250
9.200000000e-05	0.031250	0.062500	0.031250	0.031250
9.240000000e-05	0.031250	0.031250	0.031250	0.031250
9.280000000e-05	0.031250	0.031250	0.031250	0.031250
9.320000000e-05	0.031250	0.062500	0.031250	0.031250
9.360000000e-05	0.031250	0.062500	0.031250	0.031250
9.400000000e-05	0.031250	0.062500	0.031250	0.031250
9.440000000e-05	0.031250	0.062500	0.031250	0.031250
9.480000000e-05	0.031250	0.062500	0.031250	0.031250
9.520000000e-05	0.031250	0.062500	0.031250	0.031250
9.560000000e-05	0.031250	0.062500	0.031250	0.031250
9.600000000e-05	0.031250	0.031250	0.031250	0.031250
9.640000000e-05	0.031250	0.062500	0.031250	0.031250
9.680000000e-05	0.031250	0.031250	0.031250	0.031250
9.720000000e-05	0.031250	0.062500	0.031250	0.031250
9.760000000e-05	0.031250	0.062500	0.031250	0.031250
9.800000000e-05	0.031250	0.062500	0.031250	0.031250
9.840000000e-05	0.031250	0.062500	0.031250	0.031250
9.880000000e-05	0.031250	0.062500	0.031250	0.031250
9.920000000e-05	0.031250	0.062500	0.031250	0.031250
9.960000000e-05	0.031250	0.062500	0.031250	0.031250
1.000000000e-04	0.031250	0.062500	0.031250	0.031250
1.004000000e-04	0.031250	0.031250	0.031250	0.031250
1.008000000e-04	0.031250	0.062500	0.031250	0.031250
1.012000000e-04	0.031250	0.062500	0.031250	0.031250
1.016000000e-04	0.031250	0.062500	0.031250	0.031250
1.020000000e-04	0.031250	0.031250	0.031250	0.031250
1.024000000e-04	0.031250	0.031250	0.031250	0.031250
1.028000000e-04	0.031250	0.062500	0.031250	0.031250
1.032000000e-04	0.031250	0.062500	0.031250	0.031250
1.036000000e-04	0.031250	0.062500	0.031250	0.031250
1.040000000e-04	0.031250	0.062500	0.031250	0.031250
1.044000000e-04	0.031250	0.062500	0.031250	0.031250
1.048000000e-04	0.031250	0.062500	0.031250	0.031250
1.052000000e-04	0.031250	0.062500	0.031250	0.031250
1.056000000e-04	0.031250	0.062500	0.031250	0.031250
1.060000000e-04	0.031250	0.031250	0.031250	0.031250
1.064000000e-04	0.031250	0.062500	0.031250	0.031250
1.068000000e-04	0.031250	0.062500	0.031250	0.031250
1.072000000e-04	0.031250	0.062500	0.031250	0.031250
1.076000000e-04	0.031250	0.062500	0.031250	0.031250
1.080000000e-04	0.031250	0.062500	0.031250	0.031250
1.084000000e-04	3.500000	0.125000	0.031250	0.031250
1.088000000e-04	3.406250	0.062500	0.031250	0.031250
1.092000000e-04	3.406250	0.062500	0.031250	0.031250
1.096000000e-04	3.406250	0.062500	0.031250	0.031250
1.100000000e-04	3.343750	0.062500	0.031250	0.031250
1.104000000e-04	3.343750	0.062500	0.031250	0.031250
1.108000000e-04	3.343750	0.062500	0.031250	0.031250
1.112000000e-04	3.343750	0.062500	0.031250	0.031250
1.116000000e-04	3.343750	0.062500	0.031250	0.031250
1.120000000e-04	3.343750	0.062500	0.031250	0.031250
1.124000000e-04	3.343750	0.031250	0.031250	0.031250
1.128000000e-04	3.343750	0.062500	0.031250	0.031250
1.132000000e-04	3.343750	0.062500	0.031250	0.031250
1.136000000e-04	3.343750	0.062500	0.031250	0.031250
1.140000000e-04	3.343750	0.062500	0.031250	0.031250
1.144000000e-04	3.343750	0.031250	0.031250	0.031250
1.148000000e-04	3.343750	0.062500	0.031250	0.031250
1.152000000e-04	3.343750	0.031250	0.031250	0.031250
1.156000000e-04	3.343750	0.062500	0.031250	0.031250
1.160000000e-04	3.343750	0.062500	0.031250	0.031250
1.164000000e-04	3.343750	0.062500	0.031250	0.031250
1.168000000e-04	3.343750	0.062500	0.031250	0.031250
1.172000000e-04	3.343750	0.031250	0.031250	0.031250
1.176000000e-04	3.343750	0.031250	0.031250	0.031250
1.180000000e-04	3.343750	0.031250	0.031250	0.031250
1.184000000e-04	3.343750	0.031250	0.031250	0.031250
1.188000000e-04	3.343750	0.062500	0.031250	0.031250
1.192000000e-04	3.343750	0.062500	0.031250	0.031250
1.196000000e-04	3.343750	0.062500	0.031250	0.031250
1.200000000e-04	3.343750	0.031250	0.031250	0.031250
1.204000000e-04	3.343750	0.031250	0.031250	0.031250
1.208000000e-04	3.343750	0.031250	0.031250	0.031250
1.212000000e-04	3.343750	0.062500	0.031250	0.031250
1.216000000e-04	3.343750	0.062500	0.031250	0.031250
1.220000000e-04	3.406250	0.062500	0.031250	0.031250
1.224000000e-04	3.406250	0.062500	0.031250	0.031250
1.228000000e-04	3.343750	0.031250	0.031250	0.031250
1.232000000e-04	3.343750	0.031250	0.031250	0.031250
1.236000000e-04	3.406250	0.062500	0.031250	0.031250
1.240000000e-04	3.406250	0.062500	0.031250	0.031250
1.244000000e-04	3.406250	0.062500	0.031250	0.031250
1.248000000e-04	3.406250	0.062500	0.031250	0.031250
1.252000000e-04	3.406250	0.031250	0.031250	0.031250
1.256000000e-04	3.406250	0.031250	0.031250	0.031250
1.260000000e-04	3.406250	0.062500	0.031250	0.031250
1.264000000e-04	3.406250	0.062500	0.031250	0.031250
1.268000000e-04	3.406250	0.062500	0.031250	0.031250
1.272000000e-04	3.406250	0.062500	0.031250	0.031250
1.276000000e-04	3.406250	0.062500	0.031250	0.031250
1.280000000e-04	3.343750	0.000000	0.031250	0.000000
1.284000000e-04	3.406250	0.031250	0.031250	0.031250
1.288000000e-04	3.406250	0.031250	0.031250	0.031250
1.292000000e-04	3.406250	0.031250	0.031250	0.031250
1.296000000e-04	3.406250	0.062500	0.031250	0.031250
1.300000000e-04	3.406250	0.062500	0.031250	0.031250
1.304000000e-04	3.406250	0.062500	0.031250	0.031250
1.308000000e-04	3.406250	0.031250	0.031250	0.031250
1.312000000e-04	3.406250	0.062500	0.031250	0.031250
1.316000000e-04	3.406250	0.031250	0.031250	0.031250
1.320000000e-04	3.406250	0.062500	0.031250	0.031250
1.324000000e-04	3.406250	0.062500	0.031250	0.031250
1.328000000e-04	3.406250	0.062500	0.031250	0.031250
1.332000000e-04	3.406250	0.062500	0.031250	0.031250
1.336000000e-04	3.406250	0.031250	0.031250	0.031250
1.340000000e-04	3.406250	0.031250	0.031250	0.031250
1.344000000e-04	3.406250	0.062500	0.031250	0.031250
1.348000000e-04	3.406250	0.031250	0.031250	0.031250
1.352000000e-04	3.406250	0.062500	0.031250	0.031250
1.356000000e-04	3.406250	0.062500	0.031250	0.031250
1.360000000e-04	3.406250	0.062500	0.031250	0.031250
1.364000000e-04	3.406250	0.062500	0.031250	0.031250
1.368000000e-04	3.406250	0.031250	0.031250	0.031250
1.372000000e-04	3.406250	0.062500	0.031250	0.031250
1.376000000e-04	3.406250	0.062500	0.031250	0.031250
1.380000000e-04	3.406250	0.062500	0.031250	0.031250
1.384000000e-04	3.343750	0.062500	0.031250	0.031250
1.388000000e-04	3.406250	0.062500	0.031250	0.031250
1.392000000e-04	3.406250	0.031250	0.031250	0.031250
1.396000000e-04	3.343750	0.062500	0.031250	0.031250
1.400000000e-04	3.343750	0.062500	0.031250	0.031250
1.404000000e-04	3.343750	0.062500	0.031250	0.031250
1.408000000e-04	3.343750	0.062500	0.031250	0.031250
1.412000000e-04	3.343750	0.062500	0.031250	0.031250
1.416000000e-04	3.406250	0.062500	0.031250	0.031250
1.420000000e-04	3.406250	0.031250	0.031250	0.031250
1.424000000e-04	3.343750	0.062500	0.031250	0.031250
1.428000000e-04	3.343750	0.031250	0.031250	0.031250
1.432000000e-04	3.343750	0.031250	0.031250	0.031250
1.436000000e-04	3.406250	0.062500	0.031250	0.031250
1.440000000e-04	3.406250	0.062500	0.031250	0.031250
1.444000000e-04	3.406250	0.031250	0.031250	0.000000
1.448000000e-04	3.406250	0.031250	0.031250	0.031250
1.452000000e-04	3.406250	0.031250	0.031250	0.031250
1.456000000e-04	3.406250	0.031250	0.031250	0.031250
1.460000000e-04	3.406250	0.062500	0.031250	0.031250
1.464000000e-04	3.406250	0.062500	0.031250	0.031250
1.468000000e-04	3.406250	0.062500	0.031250	0.031250
1.472000000e-04	3.406250	0.062500	0.031250	0.031250
1.476000000e-04	3.406250	0.031250	0.031250	0.031250
1.480000000e-04	3.406250	0.031250	0.031250	0.031250
1.484000000e-04	3.406250	0.062500	0.031250	0.031250
1.488000000e-04	3.406250	0.062500	0.031250	0.031250
1.492000000e-04	3.406250	0.062500	0.031250	0.031250
1.496000000e-04	3.406250	0.062500	0.031250	0.031250
1.500000000e-04	3.406250	0.031250	0.031250	0.031250
1.504000000e-04	3.406250	0.031250	0.031250	0.031250
1.508000000e-04	3.406250	0.031250	0.031250	0.031250
1.512000000e-04	3.406250	0.062500	0.031250	0.031250
1.516000000e-04	3.406250	0.062500	0.031250	0.031250
1.520000000e-04	3.406250	0.062500	0.031250	0.031250
1.524000000e-04	3.406250	0.062500	0.031250	0.031250
1.528000000e-04	3.406250	0.031250	0.031250	0.031250
1.532000000e-04	3.406250	0.062500	0.031250	0.031250
1.536000000e-04	3.406250	0.062500	0.031250	0.031250
1.540000000e-04	3.406250	0.062500	0.031250	0.031250
1.544000000e-04	3.406250	0.062500	0.031250	0.031250
1.548000000e-04	3.406250	0.062500	0.031250	0.031250
1.552000000e-04	3.406250	0.062500	0.031250	0.031250
1.556000000e-04	3.406250	0.062500	0.031250	0.031250
1.560000000e-04	3.406250	0.031250	0.031250	0.031250
1.564000000e-04	3.343750	0.031250	0.031250	0.031250
1.568000000e-04	3.406250	0.062500	0.031250	0.031250
1.572000000e-04	3.343750	0.062500	0.031250	0.031250
1.576000000e-04	3.406250	0.062500	0.031250	0.031250
1.580000000e-04	3.343750	0.062500	0.031250	0.031250
1.584000000e-04	3.343750	0.031250	0.031250	0.031250
1.588000000e-04	3.343750	0.062500	0.031250	0.031250
1.592000000e-04	3.406250	0.062500	0.031250	0.031250
1.596000000e-04	3.343750	0.031250	0.031250	0.031250
1.600000000e-04	3.343750	0.062500	0.031250	0.031250
1.604000000e-04	3.343750	0.062500	0.031250	0.031250
1.608000000e-04	3.343750	0.062500	0.031250	0.031250
1.612000000e-04	3.406250	0.062500	0.031250	0.031250
1.616000000e-04	3.343750	0.062500	0.031250	0.031250
1.620000000e-04	3.343750	0.062500	0.031250	0.031250
1.624000000e-04	3.406250	0.062500	0.031250	0.031250
1.628000000e-04	3.406250	0.062500	0.031250	0.031250
1.632000000e-04	3.406250	0.062500	0.031250	0.031250
1.636000000e-04	3.406250	0.031250	0.031250	0.031250
1.640000000e-04	3.406250	0.062500	0.031250	0.031250
1.644000000e-04	3.406250	0.062500	0.031250	0.031250
1.648000000e-04	3.406250	0.062500	0.031250	0.031250
1.652000000e-04	3.406250	0.062500	0.031250	0.031250
1.656000000e-04	3.406250	0.062500	0.031250	0.031250
1.660000000e-04	3.406250	0.062500	0.031250	0.031250
1.664000000e-04	3.406250	0.031250	0.031250	0.031250
1.668000000e-04	3.406250	0.062500	0.031250	0.031250
1.672000000e-04	3.406250	0.031250	0.031250	0.031250
1.676000000e-04	3.406250	0.062500	0.031250	0.031250
1.680000000e-04	3.406250	0.062500	0.031250	0.031250
1.684000000e-04	3.406250	0.062500	0.031250	0.031250
1.688000000e-04	3.406250	0.062500	0.031250	0.031250
1.692000000e-04	3.406250	0.031250	0.031250	0.031250
1.696000000e-04	3.406250	0.031250	0.031250	0.031250
1.700000000e-04	3.406250	0.031250	0.031250	0.031250
1.704000000e-04	3.406250	0.031250	0.031250	0.031250
1.708000000e-04	3.406250	0.062500	0.031250	0.031250
1.712000000e-04	3.406250	0.062500	0.031250	0.031250
1.716000000e-04	3.406250	0.062500	0.031250	0.031250
1.720000000e-04	3.406250	0.031250	0.031250	0.031250
1.724000000e-04	3.406250	0.062500	0.031250	0.031250
1.728000000e-04	3.406250	0.062500	0.031250	0.031250
1.732000000e-04	3.406250	0.062500	0.031250	0.031250
1.736000000e-04	3.406250	0.062500	0.031250	0.031250
1.740000000e-04	3.406250	0.062500	0.031250	0.031250
1.744000000e-04	3.437500	0.062500	0.031250	0.000000
1.748000000e-04	3.406250	0.031250	0.031250	0.031250
1.752000000e-04	3.343750	0.031250	0.031250	0.031250
1.756000000e-04	3.343750	0.031250	0.031250	0.031250
1.760000000e-04	3.406250	0.062500	0.031250	0.031250
1.764000000e-04	3.406250	0.062500	0.031250	0.031250
1.768000000e-04	3.343750	0.062500	0.031250	0.031250
1.772000000e-04	3.406250	0.062500	0.031250	0.000000
1.776000000e-04	3.406250	0.031250	0.031250	0.031250
1.780000000e-04	3.343750	0.031250	0.031250	0.031250
1.784000000e-04	3.343750	0.062500	0.031250	0.031250
1.788000000e-04	3.343750	0.062500	0.031250	0.031250
1.792000000e-04	3.343750	0.062500	0.031250	0.031250
1.796000000e-04	3.343750	0.062500	0.031250	0.031250
1.800000000e-04	3.343750	0.062500	0.031250	0.031250
1.804000000e-04	3.343750	0.031250	0.031250	0.031250
1.808000000e-04	3.343750	0.031250	0.031250	0.031250
1.812000000e-04	3.343750	0.031250	0.031250	0.031250
1.816000000e-04	3.343750	0.062500	0.031250	0.031250
1.820000000e-04	3.406250	0.062500	0.031250	0.031250
1.824000000e-04	3.343750	0.062500	0.031250	0.031250
1.828000000e-04	3.406250	0.031250	0.031250	0.031250
1.832000000e-04	3.406250	0.031250	0.031250	0.031250
1.836000000e-04	3.406250	0.031250	0.031250	0.031250
1.840000000e-04	3.406250	0.031250	0.031250	0.031250
1.844000000e-04	3.406250	0.062500	0.031250	0.031250
1.848000000e-04	3.406250	0.062500	0.031250	0.031250
1.852000000e-04	3.406250	0.062500	0.031250	0.031250
1.856000000e-04	3.406250	0.062500	0.031250	0.031250
1.860000000e-04	3.406250	0.031250	0.031250	0.031250
1.864000000e-04	3.406250	0.031250	0.031250	0.031250
1.868000000e-04	3.406250	0.062500	0.031250	0.031250
1.872000000e-04	3.406250	0.062500	0.031250	0.031250
1.876000000e-04	3.406250	0.062500	0.031250	0.031250
1.880000000e-04	3.406250	0.062500	0.031250	0.031250
1.884000000e-04	3.406250	0.031250	0.031250	0.031250
1.888000000e-04	3.406250	0.031250	0.031250	0.031250
1.892000000e-04	3.406250	0.062500	0.031250	0.031250
1.896000000e-04	3.406250	0.062500	0.031250	0.031250
1.900000000e-04	3.406250	0.062500	0.031250	0.031250
1.904000000e-04	3.406250	0.062500	0.031250	0.031250
1.908000000e-04	3.406250	0.031250	0.031250	0.000000
1.912000000e-04	3.406250	0.031250	0.031250	0.031250
1.916000000e-04	3.406250	0.062500	0.031250	0.031250
1.920000000e-04	3.406250	0.031250	0.031250	0.031250
