Time(s)	CH1	CH2	CH3	CH4
1.368000000e-04	3.343750	0.062500	0.031250	0.031250
1.376000000e-04	3.343750	0.062500	0.031250	0.031250
1.384000000e-04	3.343750	0.062500	0.031250	0.031250
1.392000000e-04	3.343750	0.031250	0.031250	0.031250
1.400000000e-04	3.343750	0.062500	0.031250	0.031250
1.408000000e-04	3.343750	0.062500	0.031250	0.031250
1.416000000e-04	3.343750	0.062500	0.031250	0.031250
1.424000000e-04	3.406250	0.031250	0.031250	0.031250
1.432000000e-04	3.406250	0.062500	0.031250	0.031250
1.440000000e-04	3.406250	0.062500	0.031250	0.031250
1.448000000e-04	3.437500	0.062500	0.031250	0.031250
1.456000000e-04	3.406250	0.031250	0.031250	0.031250
1.464000000e-04	3.406250	0.031250	0.031250	0.031250
1.472000000e-04	3.406250	0.062500	0.031250	0.031250
1.480000000e-04	3.406250	0.031250	0.031250	0.031250
1.488000000e-04	3.406250	0.031250	0.031250	0.031250
1.496000000e-04	3.406250	0.062500	0.031250	0.031250
1.504000000e-04	3.406250	0.062500	0.031250	0.031250
1.512000000e-04	3.406250	0.062500	0.031250	0.031250
1.520000000e-04	3.406250	0.062500	0.031250	0.031250
1.528000000e-04	3.406250	0.062500	0.031250	0.031250
1.536000000e-04	3.406250	0.062500	0.031250	0.031250
1.544000000e-04	3.406250	0.062500	0.031250	0.031250
1.552000000e-04	3.406250	0.062500	0.031250	0.031250
1.560000000e-04	3.406250	0.062500	0.031250	0.031250
1.568000000e-04	3.406250	0.031250	0.031250	0.031250
1.576000000e-04	3.406250	0.031250	0.031250	0.031250
1.584000000e-04	3.406250	0.031250	0.031250	0.031250
1.592000000e-04	3.406250	0.031250	0.031250	0.031250
1.600000000e-04	3.406250	0.062500	0.031250	0.031250
1.608000000e-04	3.406250	0.031250	0.031250	0.031250
1.616000000e-04	3.406250	0.062500	0.031250	0.031250
1.624000000e-04	3.406250	0.031250	0.031250	0.031250
1.632000000e-04	3.406250	0.062500	0.031250	0.031250
1.640000000e-04	3.406250	0.062500	0.031250	0.031250
1.648000000e-04	3.406250	0.062500	0.031250	0.031250
1.656000000e-04	3.406250	0.062500	0.031250	0.031250
1.664000000e-04	3.406250	0.062500	0.031250	0.031250
1.672000000e-04	3.406250	0.031250	0.031250	0.031250
1.680000000e-04	3.406250	0.031250	0.031250	0.031250
1.688000000e-04	3.406250	0.031250	0.031250	0.031250
1.696000000e-04	3.406250	0.031250	0.031250	0.031250
1.704000000e-04	3.437500	0.031250	0.031250	0.031250
1.712000000e-04	3.406250	0.062500	0.031250	0.031250
1.720000000e-04	3.406250	0.031250	0.031250	0.031250
1.728000000e-04	3.406250	0.031250	0.031250	0.031250
1.736000000e-04	3.406250	0.062500	0.031250	0.031250
1.744000000e-04	3.406250	0.062500	0.031250	0.031250
1.752000000e-04	3.406250	0.062500	0.031250	0.031250
1.760000000e-04	3.406250	0.062500	0.031250	0.031250
1.768000000e-04	3.406250	0.062500	0.031250	0.031250
1.776000000e-04	3.406250	0.031250	0.031250	0.031250
1.784000000e-04	3.406250	0.031250	0.031250	0.031250
1.792000000e-04	3.406250	0.031250	0.031250	0.031250
1.800000000e-04	3.406250	0.062500	0.031250	0.031250
1.808000000e-04	3.406250	0.031250	0.031250	0.031250
1.816000000e-04	3.406250	0.062500	0.031250	0.031250
1.824000000e-04	3.406250	0.031250	0.031250	0.031250
1.832000000e-04	3.406250	0.062500	0.031250	0.031250
1.840000000e-04	3.406250	0.062500	0.031250	0.031250
1.848000000e-04	3.406250	0.062500	0.031250	0.031250
1.856000000e-04	3.406250	0.062500	0.031250	0.031250
1.864000000e-04	3.406250	0.031250	0.031250	0.031250
1.872000000e-04	3.406250	0.062500	0.031250	0.031250
1.880000000e-04	3.406250	0.062500	0.031250	0.000000
1.888000000e-04	3.406250	0.031250	0.031250	0.031250
1.896000000e-04	3.406250	0.062500	0.031250	0.031250
1.904000000e-04	3.406250	0.031250	0.031250	0.031250
1.912000000e-04	3.406250	0.062500	0.031250	0.031250
1.920000000e-04	3.406250	0.031250	0.031250	0.031250
1.928000000e-04	3.406250	0.031250	0.031250	0.031250
1.936000000e-04	3.406250	0.031250	0.031250	0.031250
1.944000000e-04	3.406250	0.062500	0.031250	0.031250
1.952000000e-04	3.406250	0.062500	0.031250	0.031250
1.960000000e-04	3.406250	0.062500	0.031250	0.031250
1.968000000e-04	3.406250	0.062500	0.031250	0.031250
1.976000000e-04	3.406250	0.062500	0.031250	0.031250
1.984000000e-04	3.406250	0.062500	0.031250	0.031250
1.992000000e-04	3.406250	0.031250	0.031250	0.031250
2.000000000e-04	3.406250	0.031250	0.031250	0.031250
2.008000000e-04	3.406250	0.031250	0.031250	0.031250
2.016000000e-04	3.406250	0.062500	0.031250	0.031250
2.024000000e-04	3.406250	0.031250	0.031250	0.031250
2.032000000e-04	3.406250	0.031250	0.031250	0.031250
2.040000000e-04	3.406250	0.062500	0.031250	0.031250
2.048000000e-04	3.343750	0.062500	0.031250	0.031250
2.056000000e-04	3.406250	0.062500	0.031250	0.031250
2.064000000e-04	3.406250	0.062500	0.031250	0.031250
2.072000000e-04	3.406250	0.062500	0.031250	0.031250
2.080000000e-04	3.343750	0.031250	0.031250	0.031250
2.088000000e-04	3.406250	0.062500	0.031250	0.031250
2.096000000e-04	3.406250	0.031250	0.031250	0.031250
2.104000000e-04	3.406250	0.031250	0.031250	0.031250
2.112000000e-04	3.406250	0.062500	0.031250	0.031250
2.120000000e-04	3.406250	0.031250	0.031250	0.031250
2.128000000e-04	3.406250	0.062500	0.031250	0.031250
2.136000000e-04	3.406250	0.062500	0.031250	0.031250
2.144000000e-04	3.406250	0.062500	0.031250	0.031250
2.152000000e-04	3.406250	0.062500	0.031250	0.031250
2.160000000e-04	3.406250	0.062500	0.031250	0.031250
2.168000000e-04	3.406250	0.062500	0.031250	0.031250
2.176000000e-04	3.406250	0.062500	0.031250	0.031250
2.184000000e-04	3.406250	0.062500	0.031250	0.031250
2.192000000e-04	3.406250	0.062500	0.031250	0.031250
2.200000000e-04	3.406250	0.062500	0.031250	0.031250
2.208000000e-04	3.406250	0.031250	0.031250	0.031250
2.216000000e-04	3.406250	0.031250	0.031250	0.031250
2.224000000e-04	3.406250	0.062500	0.031250	0.031250
2.232000000e-04	3.406250	0.031250	0.031250	0.031250
2.240000000e-04	3.406250	0.062500	0.031250	0.031250
2.248000000e-04	3.406250	0.062500	0.031250	0.031250
2.256000000e-04	3.406250	0.062500	0.031250	0.031250
2.264000000e-04	3.343750	0.062500	0.031250	0.031250
2.272000000e-04	3.406250	0.062500	0.031250	0.031250
2.280000000e-04	3.406250	0.062500	0.031250	0.031250
2.288000000e-04	3.406250	0.062500	0.031250	0.031250
2.296000000e-04	3.406250	0.062500	0.031250	0.031250
2.304000000e-04	3.406250	0.062500	0.031250	0.031250
2.312000000e-04	3.406250	0.031250	0.031250	0.031250
2.320000000e-04	3.406250	0.062500	0.031250	0.031250
2.328000000e-04	3.406250	0.031250	0.031250	0.031250
2.336000000e-04	3.406250	0.062500	0.031250	0.031250
2.344000000e-04	3.406250	0.062500	0.031250	0.031250
2.352000000e-04	3.406250	0.031250	0.031250	0.031250
2.360000000e-04	3.406250	0.062500	0.031250	0.031250
2.368000000e-04	3.406250	0.062500	0.031250	0.031250
2.376000000e-04	3.406250	0.062500	0.031250	0.031250
2.384000000e-04	3.406250	0.062500	0.031250	0.031250
2.392000000e-04	3.406250	0.062500	0.031250	0.031250
2.400000000e-04	3.406250	0.062500	0.031250	0.031250
2.408000000e-04	3.406250	0.031250	0.031250	0.031250
2.416000000e-04	3.406250	0.031250	0.031250	0.031250
2.424000000e-04	3.406250	0.031250	0.031250	0.031250
2.432000000e-04	3.406250	0.031250	0.031250	0.031250
2.440000000e-04	3.406250	0.031250	0.031250	0.031250
2.448000000e-04	3.406250	0.031250	0.031250	0.031250
2.456000000e-04	3.406250	0.062500	0.031250	0.031250
2.464000000e-04	3.343750	0.062500	0.031250	0.031250
2.472000000e-04	3.406250	0.062500	0.031250	0.031250
2.480000000e-04	3.406250	0.062500	0.031250	0.031250
2.488000000e-04	3.406250	0.062500	0.031250	0.031250
2.496000000e-04	3.406250	0.062500	0.031250	0.031250
2.504000000e-04	3.406250	0.062500	0.031250	0.031250
2.512000000e-04	3.406250	0.031250	0.031250	0.031250
2.520000000e-04	3.437500	0.062500	0.031250	0.031250
2.528000000e-04	3.406250	0.062500	0.031250	0.031250
2.536000000e-04	3.406250	0.062500	0.031250	0.031250
2.544000000e-04	3.406250	0.031250	0.031250	0.031250
2.552000000e-04	3.406250	0.062500	0.031250	0.031250
2.560000000e-04	3.406250	0.062500	0.031250	0.031250
2.568000000e-04	3.406250	0.062500	0.031250	0.031250
2.576000000e-04	3.406250	0.062500	0.031250	0.031250
2.584000000e-04	3.406250	0.062500	0.031250	0.031250
2.592000000e-04	3.406250	0.062500	0.031250	0.031250
2.600000000e-04	3.406250	0.062500	0.031250	0.031250
2.608000000e-04	3.406250	0.062500	0.031250	0.031250
2.616000000e-04	3.406250	0.062500	0.031250	0.000000
2.624000000e-04	3.406250	0.031250	0.031250	0.031250
2.632000000e-04	3.406250	0.031250	0.031250	0.031250
2.640000000e-04	3.406250	0.031250	0.031250	0.031250
2.648000000e-04	3.406250	0.031250	0.031250	0.031250
2.656000000e-04	3.406250	0.031250	0.031250	0.031250
2.664000000e-04	3.406250	0.062500	0.031250	0.031250
2.672000000e-04	3.406250	0.031250	0.031250	0.031250
2.680000000e-04	3.406250	0.062500	0.031250	0.031250
2.688000000e-04	3.406250	0.062500	0.031250	0.031250
2.696000000e-04	3.406250	0.062500	0.031250	0.031250
2.704000000e-04	3.406250	0.062500	0.031250	0.031250
2.712000000e-04	3.343750	0.031250	0.031250	0.031250
2.720000000e-04	3.343750	0.062500	0.031250	0.031250
2.728000000e-04	3.406250	0.031250	0.031250	0.031250
2.736000000e-04	3.406250	0.031250	0.031250	0.031250
2.744000000e-04	3.406250	0.031250	0.031250	0.031250
2.752000000e-04	3.406250	0.062500	0.031250	0.031250
2.760000000e-04	3.437500	0.062500	0.031250	0.031250
2.768000000e-04	3.406250	0.062500	0.031250	0.031250
2.776000000e-04	3.406250	0.062500	0.031250	0.031250
2.784000000e-04	3.406250	0.031250	0.031250	0.031250
2.792000000e-04	3.406250	0.062500	0.031250	0.031250
2.800000000e-04	3.406250	0.062500	0.031250	0.031250
2.808000000e-04	3.406250	0.062500	0.031250	0.031250
2.816000000e-04	3.406250	0.062500	0.031250	0.031250
2.824000000e-04	3.406250	0.062500	0.031250	0.031250
2.832000000e-04	3.406250	0.031250	0.031250	0.031250
2.840000000e-04	3.406250	0.031250	0.031250	0.031250
2.848000000e-04	3.406250	0.031250	0.031250	0.031250
2.856000000e-04	3.406250	0.062500	0.031250	0.031250
2.864000000e-04	3.406250	0.031250	0.031250	0.031250
2.872000000e-04	3.406250	0.062500	0.031250	0.031250
2.880000000e-04	3.406250	0.062500	0.031250	0.031250
2.888000000e-04	3.406250	0.062500	0.031250	0.031250
2.896000000e-04	3.406250	0.062500	0.031250	0.031250
2.904000000e-04	3.406250	0.062500	0.031250	0.031250
2.912000000e-04	3.343750	0.062500	0.031250	0.031250
2.920000000e-04	3.343750	0.062500	0.031250	0.031250
2.928000000e-04	3.406250	0.062500	0.031250	0.031250
2.936000000e-04	3.406250	0.031250	0.031250	0.031250
2.944000000e-04	3.406250	0.031250	0.031250	0.031250
2.952000000e-04	3.406250	0.062500	0.031250	0.031250
2.960000000e-04	3.406250	0.031250	0.031250	0.031250
2.968000000e-04	3.406250	0.031250	0.031250	0.031250
2.976000000e-04	3.406250	0.062500	0.031250	0.031250
2.984000000e-04	3.406250	0.062500	0.031250	0.031250
2.992000000e-04	3.406250	0.062500	0.031250	0.031250
3.000000000e-04	3.406250	0.062500	0.031250	0.031250
3.008000000e-04	3.406250	0.062500	0.031250	0.031250
3.016000000e-04	3.406250	0.062500	0.031250	0.031250
3.024000000e-04	3.406250	0.031250	0.031250	0.031250
3.032000000e-04	3.406250	0.062500	0.031250	0.031250
3.040000000e-04	3.406250	0.031250	0.031250	0.031250
3.048000000e-04	3.406250	0.031250	0.031250	0.031250
3.056000000e-04	3.406250	0.031250	0.031250	0.031250
3.064000000e-04	3.406250	0.031250	0.031250	0.031250
3.072000000e-04	3.406250	0.062500	0.031250	0.031250
3.080000000e-04	3.406250	0.062500	0.031250	0.031250
3.088000000e-04	3.406250	0.031250	0.031250	0.031250
3.096000000e-04	3.343750	0.062500	0.031250	0.031250
3.104000000e-04	3.406250	0.062500	0.031250	0.031250
3.112000000e-04	3.343750	0.062500	0.031250	0.031250
3.120000000e-04	3.343750	0.062500	0.031250	0.031250
3.128000000e-04	3.406250	0.062500	0.031250	0.031250
3.136000000e-04	3.406250	0.062500	0.031250	0.031250
3.144000000e-04	3.406250	0.031250	0.031250	0.031250
3.152000000e-04	3.406250	0.031250	0.031250	0.031250
3.160000000e-04	3.406250	0.031250	0.031250	0.031250
3.168000000e-04	3.406250	0.031250	0.031250	0.031250
3.176000000e-04	3.437500	0.031250	0.031250	0.031250
3.184000000e-04	3.406250	0.062500	0.031250	0.031250
3.192000000e-04	3.406250	0.062500	0.031250	0.031250
3.200000000e-04	3.406250	0.031250	0.031250	0.031250
3.208000000e-04	3.406250	0.062500	0.031250	0.031250
3.216000000e-04	3.406250	0.062500	0.031250	0.031250
3.224000000e-04	3.406250	0.062500	0.031250	0.031250
3.232000000e-04	3.406250	0.062500	0.031250	0.031250
3.240000000e-04	3.406250	0.062500	0.031250	0.031250
3.248000000e-04	3.406250	0.062500	0.031250	0.031250
3.256000000e-04	3.406250	0.062500	0.031250	0.031250
3.264000000e-04	3.406250	0.031250	0.031250	0.031250
3.272000000e-04	3.406250	0.062500	0.031250	0.031250
3.280000000e-04	3.406250	0.031250	0.031250	0.031250
3.288000000e-04	3.406250	0.031250	0.031250	0.031250
3.296000000e-04	3.406250	0.062500	0.031250	0.031250
3.304000000e-04	3.406250	0.062500	0.031250	0.031250
3.312000000e-04	3.406250	0.062500	0.031250	0.031250
3.320000000e-04	3.406250	0.031250	0.031250	0.031250
3.328000000e-04	3.406250	0.062500	0.031250	0.031250
3.336000000e-04	3.406250	0.031250	0.031250	0.031250
3.344000000e-04	3.406250	0.031250	0.031250	0.031250
3.352000000e-04	3.343750	0.031250	0.031250	0.031250
3.360000000e-04	3.343750	0.031250	0.031250	0.031250
3.368000000e-04	3.343750	0.062500	0.031250	0.031250
3.376000000e-04	3.343750	0.031250	0.031250	0.031250
3.384000000e-04	3.406250	0.062500	0.031250	0.031250
3.392000000e-04	3.406250	0.062500	0.031250	0.031250
3.400000000e-04	3.406250	0.031250	0.031250	0.031250
3.408000000e-04	3.406250	0.062500	0.031250	0.031250
3.416000000e-04	3.406250	0.062500	0.031250	0.031250
3.424000000e-04	3.406250	0.062500	0.031250	0.031250
3.432000000e-04	3.406250	0.062500	0.031250	0.031250
3.440000000e-04	3.406250	0.062500	0.031250	0.031250
3.448000000e-04	3.406250	0.062500	0.031250	0.031250
3.456000000e-04	3.406250	0.031250	0.031250	0.031250
3.464000000e-04	3.406250	0.031250	0.031250	0.031250
3.472000000e-04	3.406250	0.062500	0.031250	0.031250
3.480000000e-04	3.406250	0.062500	0.031250	0.031250
3.488000000e-04	3.406250	0.062500	0.031250	0.031250
3.496000000e-04	3.406250	0.062500	0.031250	0.031250
3.504000000e-04	3.406250	0.062500	0.031250	0.031250
3.512000000e-04	3.406250	0.062500	0.031250	0.031250
3.520000000e-04	3.406250	0.062500	0.031250	0.031250
3.528000000e-04	3.406250	0.062500	0.031250	0.031250
3.536000000e-04	3.406250	0.062500	0.031250	0.031250
3.544000000e-04	3.406250	0.062500	0.031250	0.031250
3.552000000e-04	3.406250	0.062500	0.031250	0.031250
3.560000000e-04	3.406250	0.031250	0.031250	0.031250
3.568000000e-04	3.406250	0.031250	0.031250	0.031250
3.576000000e-04	3.406250	0.062500	0.031250	0.031250
3.584000000e-04	3.406250	0.062500	0.031250	0.031250
3.592000000e-04	3.406250	0.062500	0.031250	0.031250
3.600000000e-04	3.406250	0.031250	0.031250	0.031250
3.608000000e-04	3.406250	0.062500	0.031250	0.031250
3.616000000e-04	3.406250	0.062500	0.031250	0.031250
3.624000000e-04	3.406250	0.062500	0.031250	0.031250
3.632000000e-04	3.406250	0.062500	0.031250	0.031250
3.640000000e-04	3.406250	0.062500	0.031250	0.031250
3.648000000e-04	3.406250	0.062500	0.031250	0.031250
3.656000000e-04	3.406250	0.062500	0.031250	0.031250
3.664000000e-04	3.406250	0.062500	0.031250	0.031250
3.672000000e-04	3.406250	0.031250	0.031250	0.031250
3.680000000e-04	3.406250	0.031250	0.031250	0.031250
3.688000000e-04	3.406250	0.031250	0.031250	0.031250
3.696000000e-04	3.406250	0.031250	0.031250	0.031250
3.704000000e-04	3.406250	0.031250	0.031250	0.031250
3.712000000e-04	3.406250	0.031250	0.031250	0.031250
3.720000000e-04	3.406250	0.031250	0.031250	0.031250
3.728000000e-04	3.406250	0.062500	0.031250	0.031250
3.736000000e-04	3.406250	0.062500	0.031250	0.031250
3.744000000e-04	3.343750	0.062500	0.031250	0.031250
3.752000000e-04	3.406250	0.031250	0.031250	0.031250
3.760000000e-04	3.343750	0.062500	0.031250	0.031250
3.768000000e-04	3.343750	0.062500	0.031250	0.031250
3.776000000e-04	3.406250	0.031250	0.031250	0.031250
3.784000000e-04	3.343750	0.031250	0.031250	0.031250
3.792000000e-04	3.406250	0.031250	0.031250	0.031250
3.800000000e-04	3.406250	0.062500	0.031250	0.031250
3.808000000e-04	3.406250	0.062500	0.031250	0.031250
3.816000000e-04	3.406250	0.062500	0.031250	0.031250
3.824000000e-04	3.406250	0.062500	0.031250	0.031250
3.832000000e-04	3.406250	0.062500	0.031250	0.031250
3.840000000e-04	3.406250	0.062500	0.031250	0.031250
