Time(s)	CH1(V)	CH2(V)	CH3(V)	CH4(V)
7.9040000000e-03	0.031250	0.000000	0.031250	0.031250
7.9120000000e-03	0.031250	0.000000	0.031250	0.031250
7.9200000000e-03	0.031250	0.000000	0.031250	0.031250
7.9280000000e-03	0.031250	0.000000	0.031250	0.031250
7.9360000000e-03	0.031250	0.000000	0.031250	0.031250
7.9440000000e-03	0.031250	0.000000	0.031250	0.031250
7.9520000000e-03	0.031250	0.000000	0.031250	0.031250
7.9600000000e-03	0.031250	0.000000	0.031250	0.031250
7.9680000000e-03	0.031250	0.000000	0.031250	0.031250
7.9760000000e-03	0.031250	0.000000	0.031250	0.031250
7.9840000000e-03	0.031250	0.000000	0.031250	0.031250
7.9920000000e-03	0.031250	0.000000	0.031250	0.031250
8.0000000000e-03	0.031250	0.000000	0.031250	0.031250
8.0080000000e-03	0.031250	0.000000	0.031250	0.031250
8.0160000000e-03	0.031250	0.000000	0.031250	0.031250
8.0240000000e-03	0.031250	0.000000	0.031250	0.031250
8.0320000000e-03	0.031250	0.000000	0.031250	0.031250
8.0400000000e-03	0.031250	0.031250	0.031250	0.031250
8.0480000000e-03	0.031250	0.000000	0.031250	0.031250
8.0560000000e-03	0.031250	0.000000	0.031250	0.031250
8.0640000000e-03	0.031250	0.000000	0.031250	0.031250
8.0720000000e-03	0.031250	0.000000	0.031250	0.031250
8.0800000000e-03	0.031250	0.000000	0.031250	0.031250
8.0880000000e-03	0.031250	0.000000	0.031250	0.031250
8.0960000000e-03	0.031250	0.000000	0.031250	0.031250
8.1040000000e-03	0.031250	0.000000	0.031250	0.031250
8.1120000000e-03	0.031250	0.000000	0.031250	0.031250
8.1200000000e-03	0.031250	0.000000	0.031250	0.031250
8.1280000000e-03	0.031250	0.000000	0.031250	0.031250
8.1360000000e-03	0.031250	0.000000	0.031250	0.031250
8.1440000000e-03	0.031250	0.000000	0.031250	0.031250
8.1520000000e-03	0.031250	0.000000	0.031250	0.031250
8.1600000000e-03	0.031250	0.000000	0.031250	0.031250
8.1680000000e-03	0.031250	0.000000	0.031250	0.031250
8.1760000000e-03	0.031250	0.000000	0.031250	0.031250
8.1840000000e-03	0.031250	0.000000	0.031250	0.031250
8.1920000000e-03	0.031250	0.031250	0.031250	0.031250
8.2000000000e-03	0.031250	0.000000	0.031250	0.031250
8.2080000000e-03	0.031250	0.000000	0.031250	0.031250
8.2160000000e-03	0.031250	0.000000	0.031250	0.031250
8.2240000000e-03	0.031250	0.000000	0.031250	0.031250
8.2320000000e-03	0.031250	0.000000	0.031250	0.031250
8.2400000000e-03	0.031250	0.000000	0.031250	0.031250
8.2480000000e-03	0.031250	0.000000	0.031250	0.031250
8.2560000000e-03	0.031250	0.000000	0.031250	0.031250
8.2640000000e-03	0.031250	0.000000	0.031250	0.031250
8.2720000000e-03	0.031250	0.000000	0.031250	0.031250
8.2800000000e-03	0.031250	0.000000	0.031250	0.031250
8.2880000000e-03	0.031250	0.000000	0.031250	0.031250
8.2960000000e-03	0.031250	0.031250	0.031250	0.031250
8.3040000000e-03	0.031250	0.000000	0.031250	0.031250
8.3120000000e-03	0.031250	0.000000	0.031250	0.031250
8.3200000000e-03	0.031250	0.000000	0.031250	0.031250
8.3280000000e-03	0.031250	0.000000	0.031250	0.031250
8.3360000000e-03	0.031250	0.000000	0.031250	0.031250
8.3440000000e-03	0.031250	0.000000	0.031250	0.031250
8.3520000000e-03	0.031250	0.000000	0.031250	0.031250
8.3600000000e-03	0.031250	0.000000	0.031250	0.031250
8.3680000000e-03	0.031250	0.000000	0.031250	0.031250
8.3760000000e-03	0.031250	0.031250	0.031250	0.031250
8.3840000000e-03	0.031250	0.000000	0.031250	0.031250
8.3920000000e-03	0.031250	0.000000	0.031250	0.031250
8.4000000000e-03	0.031250	0.000000	0.031250	0.031250
8.4080000000e-03	0.031250	0.000000	0.031250	0.031250
8.4160000000e-03	0.031250	0.000000	0.031250	0.031250
8.4240000000e-03	0.031250	0.000000	0.031250	0.031250
8.4320000000e-03	0.031250	0.000000	0.031250	0.031250
8.4400000000e-03	0.031250	0.000000	0.031250	0.031250
8.4480000000e-03	0.031250	0.000000	0.031250	0.031250
8.4560000000e-03	0.031250	0.000000	0.031250	0.031250
8.4640000000e-03	3.343750	0.000000	0.031250	0.031250
8.4720000000e-03	3.343750	0.000000	0.031250	0.031250
8.4800000000e-03	3.406250	0.000000	0.031250	0.031250
8.4880000000e-03	3.406250	0.000000	0.031250	0.031250
8.4960000000e-03	3.343750	0.000000	0.031250	0.031250
8.5040000000e-03	3.406250	0.000000	0.031250	0.031250
8.5120000000e-03	3.406250	0.000000	0.031250	0.031250
8.5200000000e-03	3.406250	0.000000	0.031250	0.031250
8.5280000000e-03	3.406250	0.000000	0.031250	0.031250
8.5360000000e-03	3.343750	0.000000	0.031250	0.031250
8.5440000000e-03	3.406250	0.000000	0.031250	0.031250
8.5520000000e-03	3.343750	0.000000	0.031250	0.031250
8.5600000000e-03	3.406250	0.000000	0.031250	0.031250
8.5680000000e-03	3.406250	0.000000	0.031250	0.031250
8.5760000000e-03	3.343750	0.000000	0.031250	0.031250
8.5840000000e-03	3.406250	0.000000	0.031250	0.031250
8.5920000000e-03	3.343750	0.000000	0.031250	0.031250
8.6000000000e-03	3.343750	0.000000	0.031250	0.031250
8.6080000000e-03	3.406250	0.000000	0.031250	0.031250
8.6160000000e-03	3.343750	0.000000	0.031250	0.031250
8.6240000000e-03	3.343750	0.000000	0.031250	0.031250
8.6320000000e-03	3.406250	0.000000	0.031250	0.031250
8.6400000000e-03	3.343750	0.000000	0.031250	0.031250
8.6480000000e-03	3.406250	0.000000	0.031250	0.031250
8.6560000000e-03	3.406250	0.000000	0.031250	0.031250
8.6640000000e-03	3.343750	0.000000	0.031250	0.031250
8.6720000000e-03	3.406250	0.000000	0.031250	0.031250
8.6800000000e-03	3.406250	0.000000	0.031250	0.031250
8.6880000000e-03	3.343750	0.000000	0.031250	0.031250
8.6960000000e-03	3.406250	0.000000	0.031250	0.031250
8.7040000000e-03	3.406250	0.000000	0.031250	0.031250
8.7120000000e-03	3.343750	0.000000	0.031250	0.031250
8.7200000000e-03	3.406250	0.000000	0.031250	0.031250
8.7280000000e-03	3.406250	0.000000	0.031250	0.031250
8.7360000000e-03	3.343750	0.000000	0.031250	0.031250
8.7440000000e-03	3.406250	0.000000	0.031250	0.031250
8.7520000000e-03	3.343750	0.000000	0.031250	0.031250
8.7600000000e-03	3.343750	0.000000	0.031250	0.031250
8.7680000000e-03	3.406250	0.000000	0.031250	0.031250
8.7760000000e-03	3.343750	0.000000	0.031250	0.031250
8.7840000000e-03	3.343750	0.000000	0.031250	0.031250
8.7920000000e-03	3.406250	0.000000	0.031250	0.031250
8.8000000000e-03	3.343750	0.000000	0.031250	0.031250
8.8080000000e-03	3.406250	0.000000	0.031250	0.031250
8.8160000000e-03	3.406250	0.000000	0.031250	0.031250
8.8240000000e-03	3.343750	0.000000	0.031250	0.031250
8.8320000000e-03	3.406250	0.031250	0.031250	0.031250
8.8400000000e-03	3.343750	0.000000	0.031250	0.031250
8.8480000000e-03	3.343750	0.000000	0.031250	0.031250
8.8560000000e-03	3.406250	0.000000	0.031250	0.031250
8.8640000000e-03	3.343750	0.000000	0.031250	0.031250
8.8720000000e-03	3.343750	0.000000	0.031250	0.031250
8.8800000000e-03	3.406250	0.000000	0.031250	0.031250
8.8880000000e-03	3.343750	0.000000	0.031250	0.031250
8.8960000000e-03	3.343750	0.000000	0.031250	0.031250
8.9040000000e-03	3.406250	0.000000	0.031250	0.031250
8.9120000000e-03	3.343750	0.000000	0.031250	0.031250
8.9200000000e-03	3.343750	0.000000	0.031250	0.031250
8.9280000000e-03	3.406250	0.000000	0.031250	0.031250
8.9360000000e-03	3.343750	0.000000	0.031250	0.031250
8.9440000000e-03	3.406250	0.000000	0.031250	0.031250
8.9520000000e-03	3.406250	0.000000	0.031250	0.031250
8.9600000000e-03	3.343750	0.000000	0.031250	0.031250
8.9680000000e-03	3.406250	0.000000	0.031250	0.031250
8.9760000000e-03	3.406250	0.000000	0.031250	0.031250
8.9840000000e-03	3.343750	0.000000	0.031250	0.031250
8.9920000000e-03	3.406250	0.000000	0.031250	0.031250
9.0000000000e-03	3.343750	0.000000	0.031250	0.031250
9.0080000000e-03	3.343750	0.000000	0.031250	0.031250
9.0160000000e-03	3.406250	0.000000	0.031250	0.031250
9.0240000000e-03	3.343750	0.000000	0.031250	0.031250
9.0320000000e-03	3.343750	0.000000	0.031250	0.031250
9.0400000000e-03	3.406250	0.000000	0.031250	0.031250
9.0480000000e-03	3.343750	0.000000	0.031250	0.031250
9.0560000000e-03	3.343750	0.000000	0.031250	0.031250
9.0640000000e-03	3.406250	0.000000	0.031250	0.031250
9.0720000000e-03	3.343750	0.000000	0.031250	0.031250
9.0800000000e-03	3.343750	0.000000	0.031250	0.031250
9.0880000000e-03	3.406250	0.000000	0.031250	0.031250
9.0960000000e-03	3.343750	0.000000	0.031250	0.031250
9.1040000000e-03	3.406250	0.000000	0.031250	0.031250
9.1120000000e-03	3.343750	0.031250	0.031250	0.031250
9.1200000000e-03	3.343750	0.000000	0.031250	0.031250
9.1280000000e-03	3.406250	0.000000	0.031250	0.031250
9.1360000000e-03	3.343750	0.000000	0.031250	0.031250
9.1440000000e-03	3.343750	0.000000	0.031250	0.031250
9.1520000000e-03	3.406250	0.000000	0.031250	0.031250
9.1600000000e-03	3.343750	0.000000	0.031250	0.031250
9.1680000000e-03	3.343750	0.000000	0.031250	0.031250
9.1760000000e-03	3.406250	0.000000	0.031250	0.031250
9.1840000000e-03	3.343750	0.031250	0.031250	0.031250
9.1920000000e-03	3.343750	0.000000	0.031250	0.031250
9.2000000000e-03	3.406250	0.000000	0.031250	0.031250
9.2080000000e-03	3.343750	0.000000	0.031250	0.031250
9.2160000000e-03	3.406250	0.000000	0.031250	0.031250
9.2240000000e-03	3.406250	0.000000	0.031250	0.031250
9.2320000000e-03	3.343750	0.000000	0.031250	0.031250
9.2400000000e-03	3.406250	0.000000	0.031250	0.031250
9.2480000000e-03	3.343750	0.000000	0.031250	0.031250
9.2560000000e-03	3.343750	0.000000	0.031250	0.031250
9.2640000000e-03	3.406250	0.000000	0.031250	0.031250
9.2720000000e-03	3.343750	0.000000	0.031250	0.031250
9.2800000000e-03	3.343750	0.000000	0.031250	0.031250
9.2880000000e-03	3.406250	0.000000	0.031250	0.031250
9.2960000000e-03	3.343750	0.000000	0.031250	0.031250
9.3040000000e-03	3.343750	0.000000	0.031250	0.031250
9.3120000000e-03	3.406250	0.000000	0.031250	0.031250
9.3200000000e-03	3.343750	0.000000	0.031250	0.031250
9.3280000000e-03	3.343750	0.000000	0.031250	0.031250
9.3360000000e-03	3.343750	0.000000	0.031250	0.031250
9.3440000000e-03	3.343750	0.000000	0.031250	0.031250
9.3520000000e-03	3.406250	0.000000	0.031250	0.031250
9.3600000000e-03	3.343750	0.000000	0.031250	0.031250
9.3680000000e-03	3.343750	0.000000	0.031250	0.031250
9.3760000000e-03	3.406250	0.000000	0.031250	0.031250
9.3840000000e-03	3.343750	0.000000	0.031250	0.031250
9.3920000000e-03	3.343750	0.000000	0.031250	0.031250
9.4000000000e-03	3.406250	0.000000	0.031250	0.031250
9.4080000000e-03	3.343750	0.000000	0.031250	0.031250
9.4160000000e-03	3.343750	0.000000	0.031250	0.031250
9.4240000000e-03	3.406250	0.000000	0.031250	0.031250
9.4320000000e-03	3.343750	0.000000	0.031250	0.031250
9.4400000000e-03	3.343750	0.000000	0.031250	0.031250
9.4480000000e-03	3.343750	0.000000	0.031250	0.031250
9.4560000000e-03	3.343750	0.000000	0.031250	0.031250
9.4640000000e-03	3.343750	0.000000	0.031250	0.031250
9.4720000000e-03	3.343750	0.000000	0.031250	0.031250
9.4800000000e-03	3.343750	0.000000	0.031250	0.031250
9.4880000000e-03	3.406250	0.000000	0.031250	0.031250
9.4960000000e-03	3.343750	0.000000	0.031250	0.031250
9.5040000000e-03	3.343750	0.000000	0.031250	0.031250
9.5120000000e-03	3.406250	0.031250	0.031250	0.031250
9.5200000000e-03	3.343750	0.000000	0.031250	0.031250
9.5280000000e-03	3.343750	0.000000	0.031250	0.031250
9.5360000000e-03	3.343750	0.000000	0.031250	0.031250
9.5440000000e-03	3.343750	0.000000	0.031250	0.031250
9.5520000000e-03	3.343750	0.000000	0.031250	0.031250
9.5600000000e-03	3.343750	0.000000	0.031250	0.031250
9.5680000000e-03	0.031250	0.031250	0.031250	0.031250
9.5760000000e-03	0.031250	0.000000	0.031250	0.031250
9.5840000000e-03	0.031250	0.000000	0.031250	0.031250
9.5920000000e-03	0.031250	0.000000	0.031250	0.031250
9.6000000000e-03	0.031250	0.000000	0.031250	0.031250
9.6080000000e-03	0.031250	0.000000	0.031250	0.031250
9.6160000000e-03	0.031250	0.000000	0.031250	0.031250
9.6240000000e-03	0.031250	0.000000	0.031250	0.031250
9.6320000000e-03	0.031250	0.000000	0.031250	0.031250
9.6400000000e-03	0.031250	0.000000	0.031250	0.031250
9.6480000000e-03	0.031250	0.000000	0.031250	0.031250
9.6560000000e-03	0.031250	0.000000	0.031250	0.031250
9.6640000000e-03	0.031250	0.000000	0.031250	0.031250
9.6720000000e-03	0.031250	0.000000	0.031250	0.031250
9.6800000000e-03	0.031250	0.000000	0.031250	0.031250
9.6880000000e-03	0.031250	0.000000	0.031250	0.031250
9.6960000000e-03	0.031250	0.000000	0.031250	0.031250
9.7040000000e-03	0.031250	0.000000	0.031250	0.031250
9.7120000000e-03	0.031250	0.000000	0.031250	0.031250
9.7200000000e-03	0.031250	0.000000	0.031250	0.031250
9.7280000000e-03	0.031250	0.000000	0.031250	0.031250
9.7360000000e-03	0.031250	0.000000	0.031250	0.031250
9.7440000000e-03	0.031250	0.000000	0.031250	0.031250
9.7520000000e-03	0.031250	0.000000	0.031250	0.031250
9.7600000000e-03	0.031250	0.000000	0.031250	0.031250
9.7680000000e-03	0.031250	0.000000	0.031250	0.031250
9.7760000000e-03	0.031250	0.000000	0.031250	0.031250
9.7840000000e-03	0.031250	0.000000	0.031250	0.031250
9.7920000000e-03	0.031250	0.000000	0.031250	0.031250
9.8000000000e-03	0.031250	0.000000	0.031250	0.031250
9.8080000000e-03	0.031250	0.000000	0.031250	0.031250
9.8160000000e-03	0.031250	0.000000	0.031250	0.031250
9.8240000000e-03	0.031250	0.000000	0.031250	0.031250
9.8320000000e-03	0.031250	0.000000	0.031250	0.031250
9.8400000000e-03	0.031250	0.000000	0.031250	0.031250
9.8480000000e-03	0.031250	0.000000	0.031250	0.031250
9.8560000000e-03	0.031250	0.000000	0.031250	0.031250
9.8640000000e-03	0.031250	0.000000	0.031250	0.031250
9.8720000000e-03	0.031250	0.000000	0.031250	0.031250
9.8800000000e-03	0.031250	0.000000	0.031250	0.031250
9.8880000000e-03	0.031250	0.000000	0.031250	0.031250
9.8960000000e-03	0.031250	0.000000	0.031250	0.031250
9.9040000000e-03	0.031250	0.000000	0.031250	0.031250
9.9120000000e-03	0.031250	0.000000	0.031250	0.031250
9.9200000000e-03	0.031250	0.000000	0.031250	0.031250
9.9280000000e-03	0.031250	0.000000	0.031250	0.031250
9.9360000000e-03	0.031250	0.000000	0.031250	0.031250
9.9440000000e-03	0.031250	0.000000	0.031250	0.031250
9.9520000000e-03	0.031250	0.000000	0.031250	0.031250
9.9600000000e-03	0.031250	0.000000	0.031250	0.031250
9.9680000000e-03	0.031250	0.000000	0.031250	0.031250
9.9760000000e-03	0.031250	0.031250	0.031250	0.031250
9.9840000000e-03	0.031250	0.000000	0.031250	0.031250
9.9920000000e-03	0.031250	0.000000	0.031250	0.031250
1.0000000000e-02	0.031250	0.000000	0.031250	0.031250
1.0008000000e-02	0.031250	0.031250	0.031250	0.031250
1.0016000000e-02	0.031250	0.000000	0.031250	0.031250
1.0024000000e-02	0.031250	0.000000	0.031250	0.031250
1.0032000000e-02	0.031250	0.000000	0.031250	0.031250
1.0040000000e-02	0.031250	0.000000	0.031250	0.031250
1.0048000000e-02	0.031250	0.000000	0.031250	0.031250
1.0056000000e-02	0.031250	0.000000	0.031250	0.031250
1.0064000000e-02	0.031250	0.000000	0.031250	0.031250
1.0072000000e-02	0.031250	0.000000	0.031250	0.031250
1.0080000000e-02	0.031250	0.000000	0.031250	0.031250
1.0088000000e-02	0.031250	0.000000	0.031250	0.031250
1.0096000000e-02	0.031250	0.000000	0.031250	0.031250
1.0104000000e-02	0.031250	0.000000	0.031250	0.031250
1.0112000000e-02	0.031250	0.000000	0.031250	0.031250
1.0120000000e-02	0.031250	0.000000	0.031250	0.031250
1.0128000000e-02	0.031250	0.000000	0.031250	0.031250
1.0136000000e-02	0.031250	0.000000	0.031250	0.031250
1.0144000000e-02	0.031250	0.000000	0.031250	0.031250
1.0152000000e-02	0.031250	0.000000	0.031250	0.031250
1.0160000000e-02	0.031250	0.000000	0.031250	0.031250
1.0168000000e-02	0.031250	0.000000	0.031250	0.031250
1.0176000000e-02	0.031250	0.000000	0.031250	0.031250
1.0184000000e-02	0.031250	0.000000	0.031250	0.031250
1.0192000000e-02	0.031250	0.000000	0.031250	0.031250
1.0200000000e-02	0.031250	0.000000	0.031250	0.031250
1.0208000000e-02	0.031250	0.000000	0.031250	0.031250
1.0216000000e-02	0.031250	0.000000	0.031250	0.031250
1.0224000000e-02	0.031250	0.000000	0.031250	0.031250
1.0232000000e-02	0.031250	0.000000	0.031250	0.031250
1.0240000000e-02	0.031250	0.000000	0.031250	0.031250
1.0248000000e-02	0.031250	0.000000	0.031250	0.031250
1.0256000000e-02	0.031250	0.000000	0.031250	0.031250
1.0264000000e-02	0.031250	0.000000	0.031250	0.031250
1.0272000000e-02	0.031250	0.000000	0.031250	0.031250
1.0280000000e-02	0.031250	0.000000	0.031250	0.031250
1.0288000000e-02	0.031250	0.000000	0.031250	0.031250
1.0296000000e-02	0.031250	0.000000	0.031250	0.031250
1.0304000000e-02	0.031250	0.000000	0.031250	0.031250
1.0312000000e-02	0.031250	0.000000	0.031250	0.031250
1.0320000000e-02	0.031250	0.000000	0.031250	0.031250
1.0328000000e-02	0.031250	0.000000	0.031250	0.031250
1.0336000000e-02	0.031250	0.000000	0.031250	0.031250
1.0344000000e-02	0.031250	0.000000	0.031250	0.031250
1.0352000000e-02	0.031250	0.000000	0.031250	0.031250
1.0360000000e-02	0.031250	0.031250	0.031250	0.031250
1.0368000000e-02	0.031250	0.000000	0.031250	0.031250
1.0376000000e-02	0.031250	0.031250	0.031250	0.031250
1.0384000000e-02	0.031250	0.000000	0.031250	0.031250
1.0392000000e-02	0.031250	0.000000	0.031250	0.031250
1.0400000000e-02	0.031250	0.000000	0.031250	0.031250
1.0408000000e-02	0.031250	0.000000	0.031250	0.031250
1.0416000000e-02	0.031250	0.000000	0.031250	0.031250
1.0424000000e-02	0.031250	0.000000	0.031250	0.031250
1.0432000000e-02	0.031250	0.000000	0.031250	0.031250
1.0440000000e-02	0.031250	0.000000	0.031250	0.031250
1.0448000000e-02	0.031250	0.000000	0.031250	0.031250
1.0456000000e-02	0.031250	0.000000	0.031250	0.031250
1.0464000000e-02	0.031250	0.031250	0.031250	0.031250
1.0472000000e-02	0.031250	0.000000	0.031250	0.031250
1.0480000000e-02	0.031250	0.000000	0.031250	0.031250
1.0488000000e-02	0.031250	0.000000	0.031250	0.031250
1.0496000000e-02	0.031250	0.000000	0.031250	0.031250
1.0504000000e-02	0.031250	0.000000	0.031250	0.031250
1.0512000000e-02	0.031250	0.000000	0.031250	0.031250
1.0520000000e-02	0.031250	0.000000	0.031250	0.031250
1.0528000000e-02	0.031250	0.000000	0.031250	0.031250
1.0536000000e-02	0.031250	0.000000	0.031250	0.031250
1.0544000000e-02	0.031250	0.000000	0.031250	0.031250
1.0552000000e-02	0.031250	0.000000	0.031250	0.031250
1.0560000000e-02	0.031250	0.000000	0.031250	0.031250
1.0568000000e-02	0.031250	0.000000	0.031250	0.031250
1.0576000000e-02	0.031250	0.000000	0.031250	0.031250
1.0584000000e-02	0.031250	0.000000	0.031250	0.031250
1.0592000000e-02	0.031250	0.000000	0.031250	0.031250
1.0600000000e-02	0.031250	0.000000	0.031250	0.031250
1.0608000000e-02	0.031250	0.000000	0.031250	0.031250
1.0616000000e-02	0.031250	0.000000	0.031250	0.031250
1.0624000000e-02	0.031250	0.000000	0.031250	0.031250
1.0632000000e-02	0.031250	0.000000	0.031250	0.031250
1.0640000000e-02	0.031250	0.000000	0.031250	0.031250
1.0648000000e-02	0.031250	0.000000	0.031250	0.031250
1.0656000000e-02	0.031250	0.000000	0.031250	0.031250
1.0664000000e-02	0.031250	0.000000	0.031250	0.031250
1.0672000000e-02	3.343750	0.000000	0.031250	0.031250
1.0680000000e-02	3.406250	0.000000	0.031250	0.031250
1.0688000000e-02	3.406250	0.000000	0.031250	0.031250
1.0696000000e-02	3.343750	0.000000	0.031250	0.031250
1.0704000000e-02	3.406250	0.000000	0.031250	0.031250
1.0712000000e-02	3.406250	0.000000	0.031250	0.031250
1.0720000000e-02	3.406250	0.000000	0.031250	0.031250
1.0728000000e-02	3.406250	0.000000	0.031250	0.031250
1.0736000000e-02	3.343750	0.000000	0.031250	0.031250
1.0744000000e-02	3.406250	0.031250	0.031250	0.031250
1.0752000000e-02	3.406250	0.000000	0.031250	0.031250
1.0760000000e-02	3.406250	0.000000	0.031250	0.031250
1.0768000000e-02	3.406250	0.000000	0.031250	0.031250
1.0776000000e-02	3.343750	0.000000	0.031250	0.031250
1.0784000000e-02	3.406250	0.000000	0.031250	0.031250
1.0792000000e-02	3.406250	0.000000	0.031250	0.031250
1.0800000000e-02	3.343750	0.000000	0.031250	0.031250
1.0808000000e-02	3.406250	0.000000	0.031250	0.031250
1.0816000000e-02	3.343750	0.000000	0.031250	0.031250
1.0824000000e-02	3.343750	0.000000	0.031250	0.031250
1.0832000000e-02	3.406250	0.000000	0.031250	0.031250
1.0840000000e-02	3.406250	0.000000	0.031250	0.031250
1.0848000000e-02	3.406250	0.000000	0.031250	0.031250
1.0856000000e-02	3.406250	0.000000	0.031250	0.031250
1.0864000000e-02	3.343750	0.000000	0.031250	0.031250
1.0872000000e-02	3.406250	0.000000	0.031250	0.031250
1.0880000000e-02	3.406250	0.000000	0.031250	0.031250
1.0888000000e-02	3.343750	0.000000	0.031250	0.031250
1.0896000000e-02	3.406250	0.000000	0.031250	0.031250
1.0904000000e-02	3.343750	0.000000	0.031250	0.031250
1.0912000000e-02	3.343750	0.000000	0.031250	0.031250
1.0920000000e-02	3.406250	0.031250	0.031250	0.031250
1.0928000000e-02	3.343750	0.000000	0.031250	0.031250
1.0936000000e-02	3.343750	0.000000	0.031250	0.031250
1.0944000000e-02	3.406250	0.000000	0.031250	0.031250
1.0952000000e-02	3.343750	0.000000	0.031250	0.031250
1.0960000000e-02	3.406250	0.000000	0.031250	0.031250
1.0968000000e-02	3.406250	0.000000	0.031250	0.031250
1.0976000000e-02	3.343750	0.000000	0.031250	0.031250
1.0984000000e-02	3.406250	0.000000	0.031250	0.031250
1.0992000000e-02	3.406250	0.000000	0.031250	0.031250
1.1000000000e-02	3.343750	0.000000	0.031250	0.031250
1.1008000000e-02	3.406250	0.000000	0.031250	0.031250
1.1016000000e-02	3.343750	0.000000	0.031250	0.031250
1.1024000000e-02	3.343750	0.000000	0.031250	0.031250
1.1032000000e-02	3.406250	0.000000	0.031250	0.031250
1.1040000000e-02	3.343750	0.000000	0.031250	0.031250
1.1048000000e-02	3.343750	0.000000	0.031250	0.031250
1.1056000000e-02	3.406250	0.000000	0.031250	0.031250
1.1064000000e-02	3.343750	0.000000	0.031250	0.031250
1.1072000000e-02	3.406250	0.000000	0.031250	0.031250
1.1080000000e-02	3.406250	0.000000	0.031250	0.031250
1.1088000000e-02	3.343750	0.000000	0.031250	0.031250
1.1096000000e-02	3.406250	0.000000	0.031250	0.031250
1.1104000000e-02	3.406250	0.000000	0.031250	0.031250
1.1112000000e-02	3.343750	0.000000	0.031250	0.031250
1.1120000000e-02	3.406250	0.000000	0.031250	0.031250
1.1128000000e-02	3.343750	0.000000	0.031250	0.031250
1.1136000000e-02	3.343750	0.000000	0.031250	0.031250
1.1144000000e-02	3.406250	0.000000	0.031250	0.031250
1.1152000000e-02	3.343750	0.000000	0.031250	0.031250
1.1160000000e-02	3.343750	0.000000	0.031250	0.031250
1.1168000000e-02	3.406250	0.000000	0.031250	0.031250
1.1176000000e-02	3.343750	0.000000	0.031250	0.031250
1.1184000000e-02	3.343750	0.000000	0.031250	0.031250
1.1192000000e-02	3.406250	0.000000	0.031250	0.031250
1.1200000000e-02	3.343750	0.000000	0.031250	0.031250
1.1208000000e-02	3.406250	0.000000	0.031250	0.031250
1.1216000000e-02	3.406250	0.000000	0.031250	0.031250
1.1224000000e-02	3.343750	0.000000	0.031250	0.031250
1.1232000000e-02	3.406250	0.000000	0.031250	0.031250
1.1240000000e-02	3.406250	0.000000	0.031250	0.031250
1.1248000000e-02	3.343750	0.000000	0.031250	0.031250
1.1256000000e-02	3.406250	0.000000	0.031250	0.031250
1.1264000000e-02	3.343750	0.000000	0.031250	0.031250
1.1272000000e-02	3.343750	0.000000	0.031250	0.031250
1.1280000000e-02	3.406250	0.000000	0.031250	0.031250
1.1288000000e-02	3.343750	0.000000	0.031250	0.031250
1.1296000000e-02	3.343750	0.000000	0.031250	0.031250
1.1304000000e-02	3.406250	0.000000	0.031250	0.031250
1.1312000000e-02	3.343750	0.000000	0.031250	0.031250
1.1320000000e-02	3.343750	0.000000	0.031250	0.031250
1.1328000000e-02	3.406250	0.000000	0.031250	0.031250
1.1336000000e-02	3.343750	0.000000	0.031250	0.031250
1.1344000000e-02	3.406250	0.000000	0.031250	0.031250
1.1352000000e-02	3.406250	0.000000	0.031250	0.031250
1.1360000000e-02	3.343750	0.000000	0.031250	0.031250
1.1368000000e-02	3.406250	0.000000	0.031250	0.031250
1.1376000000e-02	3.343750	0.000000	0.031250	0.031250
1.1384000000e-02	3.343750	0.000000	0.031250	0.031250
1.1392000000e-02	3.406250	0.000000	0.031250	0.031250
1.1400000000e-02	3.343750	0.000000	0.031250	0.031250
1.1408000000e-02	3.343750	0.000000	0.031250	0.031250
1.1416000000e-02	3.406250	0.000000	0.031250	0.031250
1.1424000000e-02	3.343750	0.000000	0.031250	0.031250
1.1432000000e-02	3.343750	0.000000	0.031250	0.031250
1.1440000000e-02	3.406250	0.000000	0.031250	0.031250
1.1448000000e-02	3.343750	0.000000	0.031250	0.031250
1.1456000000e-02	3.343750	0.000000	0.031250	0.031250
1.1464000000e-02	3.343750	0.000000	0.031250	0.031250
1.1472000000e-02	3.343750	0.000000	0.031250	0.031250
1.1480000000e-02	3.406250	0.000000	0.031250	0.031250
1.1488000000e-02	3.343750	0.000000	0.031250	0.031250
1.1496000000e-02	3.343750	0.000000	0.031250	0.031250
1.1504000000e-02	3.406250	0.000000	0.031250	0.031250
1.1512000000e-02	3.343750	0.000000	0.031250	0.031250
1.1520000000e-02	3.343750	0.000000	0.031250	0.031250
1.1528000000e-02	3.406250	0.000000	0.031250	0.031250
1.1536000000e-02	3.343750	0.000000	0.031250	0.031250
1.1544000000e-02	3.343750	0.000000	0.031250	0.031250
1.1552000000e-02	3.406250	0.000000	0.031250	0.031250
1.1560000000e-02	3.343750	0.000000	0.031250	0.031250
1.1568000000e-02	3.343750	0.000000	0.031250	0.031250
1.1576000000e-02	3.343750	0.000000	0.031250	0.031250
1.1584000000e-02	3.343750	0.000000	0.031250	0.031250
1.1592000000e-02	3.406250	0.000000	0.031250	0.031250
1.1600000000e-02	3.343750	0.000000	0.031250	0.031250
1.1608000000e-02	3.343750	0.000000	0.031250	0.031250
1.1616000000e-02	3.406250	0.000000	0.031250	0.031250
